,0,1,2,3,4,5,6
466,88,65,88,88,88,88,88
467,66,80,80,80,80,66,80
468,80,66,66,66,66,80,66
469,66,66,66,66,80,66,80
470,66,66,66,90,90,90,66
471,80,89,89,80,89,69,69
472,73,73,81,81,74,81,73
473,76,76,75,76,76,76,76
474,89,87,36,87,36,89,89
475,69,80,69,69,69,69,69
476,69,77,69,69,69,77,77
477,69,69,76,76,77,76,69
478,13,13,77,13,86,77,13
479,88,85,31,85,31,88,31
480,77,77,77,32,32,88,32
481,77,77,33,77,33,80,80
482,32,78,77,77,78,78,32
483,15,80,86,86,89,86,80
484,14,82,82,82,14,82,82
485,84,37,84,84,37,37,86
486,77,27,77,86,27,77,77
487,77,77,26,86,26,86,86
488,82,82,82,82,23,23,82
489,88,19,82,82,19,88,86
490,77,88,86,86,28,28,28
491,11,11,11,74,73,73,74
492,28,80,28,28,80,80,28
493,85,85,7,7,7,85,85
494,13,77,13,77,13,77,13
495,29,77,29,74,29,77,77
496,19,19,19,19,19,19,19
497,77,11,11,11,77,11,77
498,24,86,24,24,89,24,24
499,31,80,80,80,80,80,31
500,74,74,74,76,69,74,69
501,76,84,75,75,75,76,75
502,44,77,89,89,77,89,77
503,80,45,45,80,45,80,80
504,40,80,40,40,40,40,78
505,88,85,85,85,85,27,27
506,80,28,28,80,80,28,80
507,24,80,80,80,24,80,24
508,69,69,80,80,80,80,69
509,80,62,80,80,80,80,62
510,80,90,80,73,73,73,27
511,74,89,89,74,89,89,74
512,80,80,86,80,80,86,80
513,22,22,88,88,22,22,22
514,50,86,50,86,50,86,77
515,70,80,73,70,89,80,89
516,56,77,77,77,77,77,77
517,80,77,86,80,80,86,77
518,80,80,63,63,80,63,63
519,21,21,21,21,21,74,74
520,89,36,36,74,36,74,89
521,89,80,80,80,80,80,80
522,59,59,59,80,80,80,77
523,40,40,40,40,77,80,80
524,77,77,77,13,77,77,77
525,82,19,82,82,82,82,82
526,80,32,73,73,73,73,32
527,80,55,80,55,55,80,55
528,57,80,57,80,80,80,57
529,80,80,58,58,80,80,80
530,74,74,48,48,74,48,48
531,80,69,86,69,86,80,80
532,86,70,86,70,86,86,86
533,85,85,70,85,85,70,70
534,70,80,80,80,70,80,80
535,77,86,86,86,86,86,70
536,80,80,70,80,80,80,80
537,64,80,64,80,64,64,80
538,75,70,75,70,84,76,76
539,70,77,77,77,70,77,76
540,73,73,68,73,68,73,73
541,74,74,73,73,68,68,68
542,76,76,84,86,75,75,86
543,84,84,80,84,80,68,80
544,86,86,69,86,69,69,86
545,77,86,77,77,77,86,68
546,88,69,73,73,88,73,73
547,78,78,78,78,69,78,78
548,69,69,81,76,69,81,81
549,68,68,86,80,68,86,80
550,73,73,88,88,73,68,73
551,68,68,68,83,68,83,83
552,68,87,68,68,68,87,87
553,86,80,80,68,80,80,68
554,73,73,74,74,74,73,73
555,80,68,68,68,80,68,68
556,90,90,68,90,68,90,68
557,84,67,84,80,84,84,67
558,80,88,88,81,88,67,67
559,80,83,67,80,80,83,83
560,77,87,77,76,74,87,77
561,67,83,83,80,67,67,83
562,74,90,90,74,68,68,68
563,68,68,68,68,83,83,83
564,68,68,77,83,77,77,83
565,88,68,88,83,83,68,68
566,74,74,67,67,73,67,74
567,67,67,67,83,67,83,67
568,73,86,67,73,73,67,73
569,67,83,83,67,83,83,83
570,90,90,67,67,90,67,90
571,88,88,88,77,88,66,66
572,88,73,73,67,73,73,88
573,83,88,66,87,83,87,66
574,66,85,66,88,86,88,88
575,67,77,77,90,90,67,77
576,74,74,73,66,78,78,78
577,77,77,77,77,87,87,87
578,66,73,87,66,87,66,73
579,77,66,77,77,77,77,77
580,77,77,86,86,77,68,86
581,80,66,66,80,80,80,88
582,66,66,66,86,66,66,80
583,78,78,88,78,78,78,78
584,80,80,80,66,80,80,80
585,77,77,66,66,66,77,66
586,67,73,73,67,73,73,73
587,66,80,80,80,66,85,66
588,76,76,76,84,76,84,76
589,42,42,90,42,42,90,42
590,73,69,87,87,73,73,83
591,69,69,80,80,88,69,88
592,85,88,88,88,68,68,88
593,66,66,66,66,89,89,66
594,80,86,86,69,80,80,69
595,88,69,88,88,88,88,88
596,75,75,84,76,69,75,84
597,69,73,69,73,69,73,88
598,69,77,77,77,77,77,69
599,69,69,69,69,69,73,73
600,76,76,76,69,76,76,69
601,74,89,89,74,74,74,16
602,24,86,84,24,24,86,86
603,85,88,27,88,88,27,85
604,7,7,77,77,7,7,77
605,17,17,84,84,17,17,17
606,80,80,80,23,80,80,80
607,13,88,86,88,13,88,86
608,86,86,86,18,88,85,85
609,23,77,23,77,77,77,23
610,31,31,31,31,84,84,84
611,78,78,82,78,78,82,82
612,10,80,10,80,80,80,80
613,9,9,9,77,9,77,9
614,80,80,80,80,80,80,80
615,8,88,8,8,88,88,88
616,87,41,87,41,87,41,87
617,3,3,3,80,3,3,3
618,80,28,28,80,80,80,80
619,80,80,80,69,69,69,69
620,80,80,80,80,69,80,80
621,90,28,90,90,28,90,90
622,33,76,33,33,74,33,74
623,67,76,67,77,77,76,77
624,84,76,76,75,76,84,84
625,76,36,75,76,76,76,36
626,80,22,22,80,80,80,80
627,64,80,80,64,64,80,80
628,80,78,69,69,69,78,80
629,77,84,77,77,84,84,55
630,84,77,77,84,84,38,38
631,73,80,65,65,65,65,86
632,80,80,80,55,80,55,55
633,80,11,80,80,80,80,80
634,69,79,79,79,79,79,69
635,53,53,83,53,53,53,53
636,88,73,74,54,73,73,74
637,83,83,54,83,77,77,77
638,55,55,80,55,80,55,80
639,52,52,80,80,52,80,52
640,62,62,80,62,80,62,62
641,80,80,30,30,30,30,80
642,78,78,80,63,63,78,63
643,80,86,86,67,86,80,67
644,79,79,61,61,79,79,61
645,79,63,79,63,63,79,63
646,90,42,90,90,90,90,90
647,80,89,80,89,80,89,80
648,86,77,86,86,25,86,25
649,78,88,78,57,78,80,88
650,80,30,30,30,30,80,30
651,73,62,73,62,73,89,73
652,80,80,63,63,63,77,63
653,78,88,31,78,82,88,78
654,47,82,82,85,88,85,82
655,80,59,80,80,77,77,59
656,82,78,4,4,4,88,78
657,88,35,88,88,88,88,35
658,63,80,63,80,63,63,80
659,17,77,17,88,17,17,17
660,80,80,64,64,80,64,80
661,90,90,25,90,25,90,90
662,86,53,80,53,86,86,86
663,52,52,52,52,52,52,77
664,57,57,80,57,80,57,80
665,65,65,65,73,73,88,88
666,47,47,83,47,83,83,47
667,50,83,83,83,50,83,50
668,73,54,54,73,54,83,54
669,64,83,83,83,64,64,64
670,66,66,83,83,83,66,88
671,8,8,83,83,83,83,83
672,65,83,65,65,65,65,83
673,82,82,82,88,82,88,82
674,83,55,83,83,83,55,55
675,83,83,1,83,1,83,1
676,80,80,80,69,69,69,80
677,79,79,70,79,79,70,70
678,80,80,70,80,80,70,88
679,54,54,73,54,54,74,54
680,70,70,73,74,74,73,73
681,70,70,83,83,83,83,83
682,70,83,70,83,83,70,83
683,70,77,77,77,77,77,77
684,66,66,73,73,88,73,88
685,88,73,69,69,73,88,69
686,66,73,66,66,73,73,73
687,89,77,70,89,70,89,70
688,77,77,70,77,77,70,70
689,88,73,88,88,73,70,73
690,80,89,89,70,70,70,89
691,88,88,87,88,88,87,87
692,86,68,68,77,86,68,68
693,68,80,68,68,68,80,80
694,86,86,86,68,86,68,86
695,77,68,68,77,77,80,80
696,88,80,80,69,88,69,80
697,68,68,68,68,80,80,68
698,67,80,80,80,67,67,80
699,67,80,67,67,80,67,67
700,77,77,77,77,68,77,68
701,79,66,66,66,66,66,79
702,86,67,77,67,86,77,86
703,67,80,80,67,67,80,80
704,66,86,86,66,80,66,86
705,84,84,86,25,25,25,84
706,83,69,69,69,69,83,83
707,64,64,64,80,64,64,80
708,80,62,62,80,80,80,80
709,65,65,65,65,65,86,65
710,58,58,77,77,58,77,58
711,80,69,80,80,80,80,69
712,80,77,77,60,60,80,77
713,80,80,68,80,68,68,68
714,86,68,86,80,68,80,86
715,77,80,80,80,80,68,80
716,68,68,86,86,80,86,68
717,69,88,69,69,69,88,88
718,69,77,77,77,69,77,77
719,89,89,89,67,89,77,77
720,86,86,86,80,74,73,68
721,68,77,68,68,77,77,68
722,68,68,68,68,68,68,68
723,80,77,68,68,77,80,77
724,80,86,86,68,68,80,80
725,77,77,67,67,67,77,77
726,68,76,68,80,68,76,80
727,67,80,80,80,67,67,80
728,77,67,87,67,77,87,87
729,67,80,80,67,80,80,80
730,80,69,69,69,80,86,69
731,67,80,80,80,77,67,86
732,77,66,77,86,86,86,66
733,80,80,67,86,80,67,86
734,77,66,66,77,66,77,77
735,80,66,66,80,66,66,66
736,86,66,86,86,80,66,66
737,80,77,77,77,67,67,77
738,67,67,86,86,67,67,77
739,63,63,63,77,63,86,63
740,69,80,80,86,86,69,69
741,69,88,80,69,88,88,69
742,80,80,80,88,88,69,69
743,69,88,73,88,69,69,73
744,69,80,69,80,89,80,80
745,45,77,77,45,45,77,45
746,77,58,77,58,77,58,58
747,77,86,77,86,77,77,77
748,73,73,88,70,88,86,86
749,70,77,70,77,86,77,86
750,70,80,80,80,80,70,80
751,70,88,86,70,86,70,73
752,73,71,88,71,73,73,88
753,67,80,80,80,80,67,80
754,88,88,88,88,70,88,70
755,81,68,73,76,87,81,73
756,77,68,77,77,77,77,77
757,79,68,79,68,68,79,68
758,88,87,69,88,69,87,87
759,73,68,73,73,68,73,73
760,68,87,87,68,87,68,87
761,68,88,73,73,88,73,68
762,80,69,80,80,69,69,80
763,69,77,69,77,69,77,77
764,69,86,69,86,77,69,69
765,77,77,86,65,65,77,86
766,69,79,79,79,79,79,69
767,68,83,83,68,68,68,68
768,68,74,68,76,74,76,74
769,74,85,74,73,85,73,87
770,68,88,68,78,88,68,88
771,88,88,87,68,87,88,88
772,68,80,68,68,80,80,80
773,67,88,67,67,88,67,67
774,68,68,83,68,83,68,68
775,68,86,68,80,68,86,80
776,80,68,68,68,80,68,68
777,83,83,68,68,68,83,68
778,80,68,77,77,77,86,86
779,67,73,73,67,67,73,73
780,77,67,67,67,67,77,67
781,77,77,86,77,77,77,77
782,80,67,80,80,67,80,80
783,86,67,67,86,77,86,86
784,83,80,66,83,66,66,66
785,77,77,86,67,77,67,67
786,86,77,77,68,68,68,77
787,80,68,80,77,68,77,68
788,83,67,88,83,83,88,67
789,68,68,77,77,77,68,68
790,77,77,77,77,77,77,68
791,68,68,68,76,68,76,76
792,67,67,77,67,67,67,67
793,67,77,67,67,67,67,77
794,67,86,86,86,80,80,67
795,76,77,67,77,77,77,67
796,77,77,77,86,77,77,67
797,87,67,67,73,67,73,67
798,68,73,68,68,68,68,68
799,68,80,80,68,80,80,68
800,88,88,88,83,68,88,83
801,67,67,67,67,77,77,77
802,78,74,88,88,66,74,88
803,89,80,80,73,80,89,73
804,67,67,77,77,67,77,67
805,85,66,66,85,66,77,85
806,66,80,80,66,66,66,78
807,66,66,80,80,66,66,80
808,66,73,66,73,73,66,80
809,85,66,73,85,73,85,73
810,67,67,73,73,67,67,73
811,66,66,79,66,79,79,66
812,74,67,76,76,76,74,76
813,69,79,69,69,79,79,79
814,79,67,67,67,67,67,79
815,69,86,69,80,86,69,69
816,83,83,68,68,68,83,68
817,69,69,80,69,80,80,69
818,77,69,69,77,69,77,69
819,69,77,69,69,69,69,77
820,76,69,69,74,76,81,75
821,77,86,86,69,69,69,69
822,41,41,41,80,41,80,80
823,88,82,78,69,82,88,78
824,77,77,69,77,69,77,77
825,87,87,69,88,88,88,88
826,69,69,69,69,74,69,74
827,73,88,69,88,69,69,74
828,69,76,74,74,76,69,76
829,69,69,73,74,69,74,74
830,88,85,73,85,88,85,85
831,88,88,73,73,87,88,74
832,80,80,69,69,80,81,76
833,73,73,69,69,69,73,69
834,83,88,83,68,83,88,68
835,7,77,86,7,7,77,86
836,12,77,86,12,77,12,86
837,14,80,80,80,80,80,14
838,69,69,73,73,73,69,73
839,88,83,68,83,83,68,88
840,80,73,90,73,69,73,69
841,88,73,88,73,73,73,73
842,76,76,80,80,77,76,80
843,77,76,77,32,76,32,76
844,78,78,78,78,78,69,78
845,69,77,77,69,69,77,77
846,80,80,80,86,86,69,86
847,69,80,80,80,79,79,69
848,17,17,88,82,17,82,88
849,63,86,73,73,63,73,86
850,69,69,69,69,79,79,69
851,39,80,39,39,80,80,80
852,88,80,88,80,69,69,69
853,83,83,83,83,65,65,83
854,83,77,60,83,60,60,77
855,85,85,54,54,85,88,88
856,77,77,64,64,80,64,64
857,69,79,69,69,69,79,69
858,69,83,69,83,83,83,83
859,83,59,77,83,83,59,59
860,83,83,60,88,88,83,88
861,59,59,83,59,83,59,59
862,69,69,74,74,77,76,76
863,69,80,80,69,80,80,69
864,69,77,69,69,69,69,77
865,70,70,80,70,80,70,80
866,77,77,69,86,86,69,77
867,69,80,80,80,69,69,80
868,70,80,70,70,80,80,70
869,70,70,77,70,70,77,86
870,70,86,86,86,86,70,70
871,77,70,77,70,77,77,77
872,70,86,70,86,70,70,86
873,77,70,70,86,70,77,70
