,0,1,2,3,4,5,6
150,100,100,77,80,80,100,80
151,76,74,77,74,74,77,77
152,77,77,77,77,77,87,87
153,92,92,77,92,92,77,92
154,77,77,77,83,77,77,77
155,84,91,84,86,84,84,86
156,88,88,78,88,88,96,88
157,89,89,89,80,80,90,90
158,93,77,93,77,93,77,93
159,96,96,96,96,96,88,85
160,96,80,96,96,96,96,80
161,86,90,86,86,86,73,86
162,80,85,80,80,80,80,80
163,77,77,77,78,78,78,77
164,73,73,73,88,88,87,93
165,80,80,80,90,90,80,80
166,90,90,80,90,80,90,90
167,84,84,84,77,77,84,77
168,77,77,77,77,78,77,77
169,77,97,77,97,77,97,77
170,92,80,86,77,77,77,86
171,95,87,77,77,87,87,95
172,84,84,89,87,87,80,86
173,77,91,73,91,77,91,86
174,73,73,73,74,73,85,85
175,89,89,89,87,87,87,89
176,87,89,89,88,73,90,90
177,70,73,73,70,73,90,90
178,61,61,80,61,61,61,80
179,75,75,75,87,87,75,87
180,80,80,83,80,80,89,83
181,87,86,101,87,86,87,87
182,80,78,94,78,80,94,80
183,83,87,83,73,88,73,87
184,87,83,74,97,74,83,74
185,64,83,64,83,83,86,86
186,73,77,77,77,84,77,73
187,80,78,80,73,73,73,80
188,80,89,91,91,80,91,80
189,75,96,75,77,77,96,75
190,89,93,93,89,89,89,89
191,85,88,85,85,80,85,80
192,84,80,84,80,84,84,80
193,87,87,80,80,80,80,87
194,77,77,78,78,77,78,78
195,88,73,73,73,73,88,88
196,80,80,80,80,80,80,80
197,86,80,80,86,86,80,80
198,94,94,88,88,88,94,88
199,61,89,80,89,80,89,61
200,84,83,84,83,83,84,84
201,77,73,74,91,74,73,91
202,97,97,86,77,86,86,77
203,96,90,96,90,96,96,96
204,89,77,77,87,77,87,87
205,74,80,80,74,80,74,89
206,74,74,87,88,87,92,74
207,73,86,86,80,80,86,73
208,83,77,77,83,83,77,77
209,77,88,88,88,77,88,88
210,93,73,73,74,74,93,73
211,89,74,89,77,74,77,89
212,80,92,92,92,92,92,80
213,86,80,80,86,80,90,90
214,84,89,86,80,89,89,80
215,80,80,93,80,80,93,93
216,86,93,77,77,77,86,77
217,86,86,83,96,96,86,86
218,88,88,88,88,88,88,95
219,83,83,83,83,88,83,88
220,100,77,77,100,86,100,77
221,100,100,80,80,80,100,100
222,73,87,74,74,74,100,73
223,88,88,100,100,88,88,88
224,100,100,100,80,80,100,100
225,76,100,100,76,77,100,76
226,94,94,94,88,94,88,94
227,95,74,74,95,87,73,87
228,87,87,87,74,87,87,86
229,87,87,74,88,73,73,88
230,74,90,90,74,90,73,73
231,73,74,77,78,73,77,96
232,92,73,92,73,92,92,77
233,73,96,73,73,96,73,73
234,83,83,73,83,73,79,83
235,89,100,77,77,89,77,77
236,100,100,100,80,100,77,77
237,100,80,80,100,100,100,86
238,77,91,77,77,91,91,77
239,87,87,96,80,78,80,78
240,100,100,77,75,75,100,77
241,73,96,96,89,89,96,89
242,77,77,101,101,77,101,77
243,101,77,101,77,77,101,77
244,73,88,73,73,80,80,73
245,73,88,88,80,73,73,73
246,86,80,80,86,86,86,86
247,74,74,73,101,73,76,73
248,78,77,78,101,77,78,101
249,101,77,77,77,77,101,101
250,101,73,87,87,73,87,87
251,101,77,101,101,101,77,77
252,101,73,101,73,87,74,101
253,80,86,80,80,101,80,101
254,73,73,78,73,78,78,101
255,86,77,77,77,77,101,77
256,77,77,86,101,77,86,77
257,101,87,101,87,74,77,77
258,101,80,101,87,80,101,80
259,76,77,77,101,101,77,77
260,73,73,101,85,87,73,101
261,77,101,77,76,76,77,77
262,101,80,80,80,80,101,101
263,101,73,101,101,101,101,73
264,88,101,101,88,88,87,101
265,73,88,94,73,94,73,94
266,101,101,74,101,74,101,74
267,72,0,72,72,72,72,72
268,86,86,101,80,101,80,86
269,77,77,77,77,101,77,101
270,88,101,101,88,88,88,101
271,73,74,74,74,74,89,89
272,80,80,80,80,80,80,101
273,88,73,88,78,73,73,73
274,77,86,99,99,99,86,99
275,99,86,80,80,80,80,86
276,99,86,80,80,99,86,86
277,80,80,80,99,99,99,99
278,100,86,80,100,100,80,80
279,99,99,99,80,80,99,80
280,86,100,100,86,100,86,100
281,88,73,98,73,88,88,88
282,100,80,80,80,80,100,100
283,80,100,86,80,86,100,80
284,100,86,86,77,100,77,86
285,80,80,100,100,80,80,100
286,89,89,80,86,80,86,86
287,100,100,100,100,80,100,80
288,100,88,83,100,88,83,88
289,100,80,100,80,80,84,100
290,101,77,77,101,101,77,77
291,88,88,85,85,101,101,85
292,80,80,101,101,101,80,101
293,78,78,78,78,101,80,78
294,77,77,77,101,101,101,77
295,88,73,73,73,101,88,73
296,101,101,80,80,101,80,80
297,80,101,80,101,80,101,101
298,101,73,87,73,88,88,88
299,82,101,82,80,78,80,101
300,88,88,88,88,88,101,88
301,77,101,77,101,77,77,77
302,101,88,101,82,85,82,85
303,101,101,101,80,101,80,101
304,74,74,74,100,76,74,100
305,80,80,101,101,101,80,101
306,101,86,86,80,101,101,101
307,88,101,88,88,85,78,101
308,76,76,81,80,76,80,76
309,101,78,101,78,101,101,101
310,80,101,101,101,80,80,101
311,80,80,86,86,80,86,101
312,101,80,80,77,80,80,77
313,101,73,86,101,73,73,80
314,101,76,76,76,101,73,73
315,88,102,80,88,80,102,102
316,77,80,80,101,101,80,77
317,97,97,80,97,80,97,80
318,89,80,80,80,80,97,89
319,86,84,100,84,77,84,84
320,100,79,79,79,79,100,79
321,77,77,77,100,77,77,100
322,101,101,101,101,101,88,101
323,88,88,88,73,88,73,73
324,85,85,85,101,101,85,101
325,88,80,80,88,101,80,101
326,101,101,101,101,89,80,89
327,80,78,85,85,78,85,85
328,73,88,85,86,73,85,86
329,102,78,88,88,102,80,88
330,101,101,80,80,101,80,101
331,74,101,101,88,101,101,74
332,88,80,80,80,80,78,101
333,88,88,101,88,88,85,101
334,101,85,78,78,73,101,73
335,101,77,77,101,101,77,101
336,88,78,78,78,78,101,101
337,88,80,77,77,77,101,80
338,77,101,101,101,77,101,77
339,101,80,80,80,101,80,101
340,80,80,101,80,80,101,80
341,101,77,77,77,101,77,77
342,85,77,77,85,101,85,101
343,87,83,87,87,73,87,87
344,101,101,80,101,80,80,80
345,77,77,80,101,77,77,77
346,101,80,78,78,101,80,101
347,102,102,80,102,80,80,80
348,80,88,102,80,78,80,102
349,73,73,102,88,73,73,102
350,85,73,102,73,85,88,73
351,102,83,83,102,102,83,83
352,77,101,77,84,101,101,84
353,83,102,87,87,87,102,83
354,102,86,86,77,86,86,77
355,88,74,88,102,102,74,87
356,80,98,80,85,85,88,80
357,80,79,80,79,80,80,79
358,74,88,101,87,74,73,73
359,88,88,88,101,88,88,88
360,101,101,101,79,79,101,79
361,78,101,101,88,78,101,78
362,77,84,73,102,73,84,102
363,73,73,73,99,73,73,73
364,99,99,99,77,99,99,99
365,99,99,99,80,80,99,99
366,80,80,80,99,99,80,99
367,99,99,77,77,77,99,99
368,100,100,100,100,100,77,100
369,100,100,100,77,100,100,100
370,80,100,100,100,88,80,100
371,80,100,80,100,100,100,100
372,77,77,99,99,99,77,77
373,99,74,74,87,73,74,74
374,76,99,76,99,76,73,99
375,80,99,80,80,99,80,80
376,77,77,77,98,77,98,77
377,76,76,77,77,77,77,77
378,98,98,80,80,98,98,98
379,83,83,83,83,83,99,99
380,73,98,73,87,87,73,87
381,77,98,98,86,98,98,98
382,80,80,98,98,80,77,80
383,77,98,77,98,98,98,77
384,98,98,98,98,77,77,98
385,74,77,73,74,98,74,74
386,77,77,77,97,77,77,77
387,97,97,97,97,80,80,80
388,77,73,77,98,77,77,98
389,76,98,74,76,76,76,98
390,77,97,77,77,77,77,77
391,73,77,97,77,97,97,73
392,97,97,80,80,80,97,97
393,97,77,77,77,77,97,97
394,86,98,86,77,85,85,85
395,77,97,77,97,77,97,97
396,77,83,77,83,77,83,83
397,73,97,73,97,97,73,73
398,87,76,87,73,76,74,97
399,73,74,73,97,73,77,97
400,77,98,98,77,98,76,98
401,77,99,99,77,77,99,99
402,94,86,94,86,88,94,86
403,78,73,74,93,78,80,93
404,75,75,75,76,76,76,76
405,85,85,100,100,85,74,85
406,88,83,100,100,83,83,88
407,100,100,100,77,77,77,77
408,75,75,77,75,77,88,75
409,80,80,77,77,100,80,100
410,100,77,77,100,77,77,77
411,100,100,81,100,77,100,86
412,100,77,100,77,100,77,77
413,83,100,83,100,83,100,83
414,86,86,86,77,86,86,86
415,76,77,90,90,90,90,76
416,76,80,80,76,80,61,76
417,80,80,80,65,65,65,80
418,54,75,76,84,54,54,54
419,77,77,77,77,68,68,84
420,55,75,84,55,75,84,76
421,86,80,80,80,80,80,86
422,75,77,100,100,100,75,76
423,86,76,81,87,87,86,80
424,83,100,83,83,83,100,83
425,96,77,77,77,96,77,77
426,88,75,88,88,73,87,73
427,80,66,80,80,66,66,66
428,75,75,75,77,77,75,75
429,87,87,55,55,87,87,80
430,37,77,77,77,89,77,77
431,73,90,73,74,90,73,90
432,44,84,76,44,44,76,76
433,93,77,93,77,77,77,93
434,87,60,60,60,87,60,60
435,73,90,73,90,73,73,90
436,83,85,83,85,83,85,85
437,83,83,96,96,96,83,83
438,83,83,87,87,87,87,83
439,97,97,83,83,97,97,97
440,83,83,83,86,83,83,86
441,83,83,83,83,83,83,83
442,83,94,94,94,94,94,83
443,67,83,67,83,83,67,83
444,87,62,83,62,83,62,62
445,49,83,83,83,49,49,49
446,83,83,83,80,80,80,83
447,83,83,83,83,80,80,80
448,83,80,80,83,80,83,83
449,87,83,83,83,83,74,73
450,93,87,74,74,73,74,74
451,82,86,82,86,77,82,77
452,73,83,83,82,73,73,83
453,87,83,87,83,83,73,83
454,80,100,80,100,100,80,80
455,101,101,73,101,101,73,73
456,77,101,73,101,101,73,101
457,74,76,74,76,74,76,101
458,80,99,99,99,80,80,99
459,80,80,99,80,99,80,99
460,80,80,99,80,80,99,80
461,80,99,80,80,99,99,99
462,96,86,80,80,80,96,86
463,74,98,74,74,98,74,98
464,98,80,80,98,98,80,98
465,74,86,86,76,74,86,86
466,96,88,96,88,96,88,88
467,80,97,80,80,97,80,97
468,80,97,80,80,97,80,80
469,80,97,97,80,97,80,80
470,97,97,90,90,97,90,97
471,89,89,80,80,100,100,100
472,100,73,100,81,81,81,100
473,84,100,76,76,100,75,84
474,87,67,87,67,89,87,67
475,80,80,80,80,100,100,100
476,100,77,100,77,100,77,100
477,77,76,76,77,100,100,76
478,44,77,86,86,86,77,86
479,62,62,88,85,62,85,62
480,63,77,77,88,88,77,88
481,80,77,64,80,77,80,80
482,63,78,63,78,78,77,77
483,46,46,86,89,86,89,80
484,85,85,82,82,45,82,45
485,86,84,86,84,86,84,68
486,86,86,86,58,58,58,77
487,57,77,86,57,86,86,86
488,82,82,54,82,82,54,82
489,86,82,88,50,50,50,86
490,59,86,86,77,77,77,88
491,42,74,42,42,73,73,42
492,59,59,80,80,59,59,59
493,38,38,85,85,85,85,38
494,44,44,77,44,44,44,77
495,74,60,74,74,60,60,77
496,50,50,50,80,80,50,50
497,42,42,42,42,42,77,42
498,89,86,74,73,86,55,89
499,62,80,62,62,62,80,80
500,74,76,74,100,76,100,76
501,84,45,76,75,76,45,84
502,75,75,75,75,77,75,75
503,76,80,76,80,80,80,80
504,78,71,80,78,71,78,80
505,88,88,85,88,85,85,85
506,59,59,80,80,80,59,80
507,55,55,55,80,55,55,55
508,100,80,100,80,80,80,100
509,80,80,80,93,80,80,93
510,73,90,90,58,80,73,73
511,66,66,74,66,89,74,74
512,77,80,91,91,77,86,77
513,88,88,88,88,53,88,88
514,77,81,81,81,77,77,81
515,73,73,73,101,80,89,101
516,87,77,77,87,77,87,87
517,80,77,77,80,86,86,83
518,94,94,80,94,94,80,94
519,52,52,74,74,52,74,52
520,89,74,67,74,74,89,74
521,89,89,80,80,82,82,89
522,80,77,77,77,90,80,77
523,80,80,71,80,80,77,77
524,77,77,44,77,77,77,77
525,82,85,50,82,82,50,82
526,73,80,80,80,73,73,80
527,80,80,86,80,80,86,86
528,88,89,80,89,88,89,89
529,89,89,89,80,80,89,89
530,74,79,79,74,74,74,74
531,80,100,86,100,86,80,80
532,86,101,101,101,86,101,101
533,101,101,101,101,101,85,101
534,101,101,101,80,101,101,101
535,101,77,77,101,77,77,77
536,80,80,80,101,80,101,80
537,80,80,95,80,95,95,80
538,101,101,84,75,101,76,75
539,77,77,76,77,77,76,101
540,99,73,73,73,73,73,99
541,73,99,99,99,74,74,73
542,75,99,86,84,75,84,75
543,84,84,84,80,80,99,84
544,78,86,78,78,80,80,86
545,86,99,77,99,99,86,99
546,100,100,88,88,73,73,100
547,100,78,78,78,100,100,100
548,100,76,81,76,100,76,81
549,99,89,80,89,99,86,80
550,73,88,88,99,73,73,73
551,99,83,83,99,99,83,99
552,99,87,99,87,99,87,87
553,80,86,80,80,99,99,80
554,74,74,99,73,99,74,74
555,80,80,99,99,99,99,80
556,90,90,90,90,99,90,99
557,98,80,84,84,98,84,84
558,98,80,98,81,88,98,81
559,98,80,98,83,83,98,98
560,77,77,86,76,86,76,99
561,98,80,83,98,83,80,83
562,73,74,74,73,74,99,90
563,99,83,83,99,99,83,83
564,83,99,99,77,83,77,77
565,99,88,88,99,88,83,99
566,88,98,73,88,73,88,88
567,98,83,83,83,98,83,83
568,86,88,98,73,73,73,73
569,83,80,83,80,98,83,80
570,98,98,90,90,98,90,98
571,97,88,77,77,77,88,88
572,73,73,98,98,73,98,73
573,87,83,88,83,83,97,83
574,88,85,97,86,86,88,97
575,77,90,90,98,90,98,77
576,73,73,74,78,73,78,97
577,77,77,87,97,97,97,87
578,97,73,87,97,73,97,97
579,97,97,97,77,97,77,97
580,99,86,86,77,99,99,77
581,80,80,80,88,80,80,80
582,97,97,80,86,86,86,80
583,97,78,97,97,97,97,88
584,76,76,76,76,97,76,76
585,77,97,97,97,77,97,77
586,73,98,73,98,73,98,98
587,80,85,80,85,80,97,97
588,84,76,95,84,76,75,75
589,90,73,90,73,73,73,73
590,73,83,83,73,73,83,100
591,100,88,80,88,80,100,88
592,99,99,85,85,85,99,99
593,97,97,89,89,89,97,97
594,80,86,86,100,100,86,86
595,100,100,88,88,88,88,100
596,84,100,100,100,75,76,76
597,88,100,100,73,100,88,73
598,100,100,77,77,100,100,100
599,100,100,73,73,100,100,100
600,100,100,76,100,100,76,100
601,74,47,47,47,47,74,89
602,55,55,55,86,55,86,55
603,88,88,88,58,88,85,58
604,77,77,77,38,38,77,77
605,48,84,48,84,48,84,84
606,80,80,80,80,54,54,54
607,44,86,88,86,86,44,44
608,88,86,88,88,86,49,86
609,54,54,54,77,54,77,54
610,62,84,62,84,84,84,62
611,85,85,48,85,48,85,48
612,80,41,80,80,41,80,80
613,40,77,40,40,77,77,40
614,80,80,60,80,80,60,80
615,88,39,88,88,88,39,39
616,72,83,83,87,87,72,87
617,80,80,80,80,34,80,80
618,80,59,80,59,59,80,59
619,100,80,88,88,88,100,100
620,100,80,80,80,80,100,100
621,90,90,59,90,90,90,90
622,64,74,76,64,74,64,74
623,76,77,76,77,77,77,98
624,75,49,75,75,84,84,76
625,67,67,75,76,75,67,75
626,53,80,80,53,80,53,80
627,95,95,95,80,80,80,95
628,80,80,100,100,100,100,100
629,86,86,77,84,77,77,77
630,84,84,69,69,84,77,69
631,86,86,86,96,86,86,80
632,80,86,80,80,86,86,86
633,42,80,42,42,42,80,42
634,79,79,79,100,79,79,100
635,84,83,83,84,83,84,83
636,73,73,85,73,85,88,85
637,83,85,83,85,83,83,85
638,86,86,86,80,86,80,80
639,83,83,83,80,83,83,83
640,93,80,93,80,93,80,93
641,80,89,61,61,61,80,80
642,80,82,78,80,82,94,80
643,98,98,80,86,98,80,80
644,79,92,92,79,79,79,79
645,79,79,79,79,79,79,94
646,73,73,90,90,73,73,73
647,89,89,89,89,89,80,89
648,86,86,86,86,77,77,86
649,80,88,88,88,78,88,80
650,80,80,80,80,61,61,80
651,89,93,89,89,73,73,73
652,80,80,80,77,77,94,94
653,82,78,88,88,62,82,78
654,82,88,85,78,78,85,78
655,80,90,77,74,90,90,90
656,88,88,82,78,82,78,78
657,88,82,82,82,66,88,66
658,94,94,94,80,80,94,94
659,77,88,48,85,48,88,85
660,80,80,95,95,80,95,95
661,90,90,56,56,90,56,90
662,86,86,84,80,86,86,80
663,77,83,77,83,77,77,77
664,80,80,88,80,80,88,80
665,88,88,83,96,83,87,96
666,78,83,83,78,83,83,83
667,81,83,83,81,83,83,83
668,73,73,83,85,73,85,83
669,95,83,95,83,95,83,83
670,88,88,97,88,97,87,88
671,83,83,83,39,83,39,83
672,96,96,96,96,83,96,96
673,88,66,66,66,82,82,82
674,83,86,86,83,86,86,86
675,83,32,32,83,32,32,83
676,100,100,80,100,100,80,80
677,101,101,79,101,79,79,79
678,80,88,80,80,80,80,101
679,85,85,85,74,74,85,73
680,73,101,101,73,74,101,73
681,83,83,101,101,83,83,101
682,85,88,85,101,88,85,85
683,77,101,77,77,77,77,77
684,88,97,73,97,88,73,73
685,100,100,73,88,100,88,73
686,73,80,73,80,73,97,73
687,101,101,77,101,101,77,89
688,101,101,77,77,101,101,101
689,73,73,101,88,88,88,73
690,80,101,101,89,101,80,101
691,102,88,82,87,87,82,87
692,80,80,77,77,80,77,77
693,80,99,80,99,80,99,99
694,86,99,99,99,99,99,86
695,99,77,77,77,80,99,77
696,80,88,88,88,88,88,100
697,99,80,80,99,80,80,99
698,98,80,80,98,80,80,80
699,80,98,80,80,98,98,98
700,99,99,77,77,99,77,77
701,97,79,97,79,97,79,97
702,77,77,77,86,98,86,86
703,98,98,98,80,80,98,98
704,97,97,97,86,86,80,80
705,84,84,56,84,86,86,56
706,100,83,83,83,100,83,83
707,80,80,95,80,95,80,80
708,93,93,93,80,80,80,80
709,86,86,77,77,86,86,96
710,89,77,77,77,77,89,89
711,100,100,100,100,100,100,80
712,91,77,80,77,80,80,91
713,99,80,99,80,80,80,99
714,86,99,99,86,86,80,80
715,80,77,99,80,80,99,80
716,86,86,80,99,80,80,99
717,88,80,100,88,88,80,88
718,77,100,100,100,77,100,77
719,98,98,89,77,77,98,89
720,86,80,80,99,99,73,99
721,99,99,99,77,99,77,99
722,77,99,99,77,99,77,77
723,80,99,99,99,77,80,80
724,86,99,86,99,80,86,86
725,98,98,98,98,98,77,77
726,76,99,80,99,80,76,80
727,80,80,98,98,86,80,86
728,77,87,77,77,77,87,77
729,98,98,80,80,98,98,98
730,80,86,86,100,100,80,80
731,86,77,98,98,86,77,98
732,86,77,86,77,77,86,77
733,86,98,86,80,80,86,86
734,97,77,97,77,77,77,77
735,80,97,80,97,97,80,97
736,80,86,80,86,97,86,97
737,80,80,98,98,98,80,80
738,98,98,98,86,86,86,77
739,86,77,86,94,86,94,94
740,80,86,86,80,86,80,86
741,100,100,88,88,80,100,88
742,88,80,100,100,100,80,100
743,88,100,73,88,100,100,88
744,89,80,80,89,80,80,100
745,77,76,77,77,76,76,77
746,89,77,89,89,77,89,77
747,86,97,97,77,97,86,77
748,73,101,101,88,73,86,86
749,101,86,77,86,86,101,77
750,101,101,101,101,80,80,101
751,73,88,86,88,101,73,73
752,73,73,102,73,73,102,73
753,80,98,98,98,80,80,80
754,78,78,88,101,78,88,78
755,87,74,81,87,74,81,81
756,99,99,77,99,99,99,77
757,99,99,99,79,79,79,99
758,88,100,100,100,100,87,100
759,73,73,99,73,99,73,99
760,99,87,99,87,87,87,99
761,99,73,99,88,88,73,88
762,80,80,80,100,80,100,100
763,77,100,77,100,77,77,77
764,100,86,77,100,100,77,77
765,96,77,77,96,96,77,86
766,100,79,100,79,79,79,79
767,99,99,99,99,83,83,99
768,99,76,74,99,99,76,99
769,74,99,99,99,74,85,73
770,99,99,85,99,82,85,78
771,99,87,73,73,87,73,88
772,99,99,80,99,80,99,80
773,98,88,88,88,98,98,98
774,83,99,83,83,83,99,99
775,99,80,80,86,99,99,86
776,80,99,99,99,99,80,80
777,83,83,83,83,83,83,83
778,80,86,80,77,99,86,80
779,73,73,73,73,73,98,73
780,77,98,77,77,77,77,77
781,77,86,77,86,99,77,86
782,80,80,98,98,80,98,80
783,98,98,77,77,98,77,77
784,83,80,97,83,97,97,80
785,86,77,86,86,98,77,98
786,86,86,77,77,86,99,99
787,80,99,80,77,99,80,99
788,88,88,88,98,88,98,83
789,80,99,80,80,80,80,80
790,99,99,99,99,99,77,99
791,76,76,99,76,99,76,99
792,98,98,77,77,77,98,98
793,77,77,98,98,98,77,77
794,98,86,86,86,80,86,86
795,77,98,77,98,77,98,77
796,77,77,98,77,98,86,98
797,73,73,98,87,73,87,87
798,73,73,73,99,99,73,73
799,80,80,80,80,99,80,80
800,83,88,88,88,88,99,83
801,98,77,77,98,77,77,98
802,78,78,88,88,73,74,74
803,80,80,73,73,89,89,89
804,77,98,98,77,98,77,98
805,85,77,97,77,77,77,77
806,97,78,78,80,80,97,97
807,97,80,80,97,80,80,80
808,80,80,80,97,73,97,97
809,80,80,80,80,85,85,97
810,73,73,73,73,98,98,73
811,79,79,97,97,97,79,97
812,76,74,98,98,98,74,98
813,79,100,79,79,100,79,79
814,79,79,79,79,79,98,79
815,86,80,100,80,80,100,100
816,99,99,83,83,99,83,83
817,100,100,80,80,80,100,80
818,77,77,77,77,77,100,77
819,100,77,77,77,100,100,100
820,100,76,75,76,81,74,77
821,86,100,77,100,77,86,77
822,80,80,72,80,72,72,80
823,88,82,82,100,88,82,82
824,77,100,77,100,77,100,100
825,100,88,73,88,73,87,87
826,100,74,74,74,74,100,74
827,88,74,74,73,73,73,100
828,76,74,76,74,74,100,76
829,73,73,100,100,74,100,74
830,88,85,73,73,85,100,85
831,87,73,73,88,100,74,87
832,76,100,80,81,80,81,76
833,100,100,100,100,73,73,100
834,83,88,83,88,88,88,99
835,77,84,84,86,84,38,84
836,86,86,77,86,77,43,86
837,45,45,45,45,80,45,80
838,100,73,73,100,100,100,73
839,88,99,99,88,88,88,88
840,90,73,100,100,73,100,90
841,88,100,88,88,100,88,73
842,77,77,76,80,64,76,77
843,77,77,77,76,63,63,76
844,100,78,100,78,100,78,78
845,100,77,77,77,100,77,77
846,86,80,86,86,80,100,86
847,79,100,100,80,100,79,100
848,48,82,88,88,48,82,88
849,94,73,94,94,86,73,94
850,79,100,100,79,79,79,79
851,80,80,70,80,70,80,80
852,100,80,80,88,80,100,88
853,96,83,83,96,96,83,77
854,77,77,77,91,91,77,77
855,85,80,80,86,88,85,80
856,80,95,95,80,95,95,77
857,79,100,79,79,100,79,79
858,83,100,83,100,83,100,100
859,90,77,77,77,77,83,77
860,88,88,88,91,83,83,83
861,83,83,90,83,90,90,90
862,100,77,100,77,77,74,76
863,100,80,80,80,100,100,80
864,77,100,100,77,77,100,100
865,101,80,101,80,101,80,101
866,77,100,86,86,100,100,86
867,100,100,80,80,100,100,100
868,80,80,80,101,80,80,80
869,77,77,77,77,101,77,86
870,86,101,101,101,101,86,101
871,77,101,101,101,101,77,77
872,101,101,101,86,101,86,86
873,101,86,77,77,86,86,86
